Date,Symbol,Option_Type,Strike,Expiry,Qty,Avg_Price,LTP,P_L,Daily_Total_PnL,Verification_Timestamp,Page
2025-04-01,LT,PE,1600,2025-04-24th,0,0.00,68.85,12338,12338,"Taken @ 13 Feb 2026, 4:12 PM",5
2025-04-01,LT,PE,1600,2025-04-24th,0,0.00,68.85,12338,12338,"Taken @ 13 Feb 2026, 4:12 PM",8
2025-04-02,TITAN,CE,3020,2025-04-24th,0,0.00,135.20,13659,13659,"Taken @ 13 Feb 2026, 4:12 PM",5
2025-04-02,TITAN,CE,3020,2025-04-24th,0,0.00,135.20,13659,13659,"Taken @ 13 Feb 2026, 4:12 PM",8
2025-04-03,LT,PE,7400,2025-04-24th,0,0.00,407.10,14006,14006,"Taken @ 13 Feb 2026, 4:12 PM",5
2025-04-03,LT,PE,7400,2025-04-24th,0,0.00,407.10,14006,14006,"Taken @ 13 Feb 2026, 4:12 PM",8
2025-04-04,AUROPHARMA,PE,1160,2025-04-24th,0,0.00,73.00,11000,11000,"Taken @ 13 Feb 2026, 4:12 PM",5
2025-04-04,AUROPHARMA,PE,1160,2025-04-24th,0,0.00,73.00,11000,11000,"Taken @ 13 Feb 2026, 4:12 PM",8
2025-04-08,DELHIVERY,PE,270,2025-04-24th,0,0.00,25.50,36600,36600,"Taken @ 13 Feb 2026, 4:12 PM",5
2025-04-08,DELHIVERY,PE,270,2025-04-24th,0,0.00,25.50,36600,36600,"Taken @ 13 Feb 2026, 4:12 PM",8
2025-04-09,LT,PE,2200,2025-04-24th,0,0.00,119.20,20955,20955,"Taken @ 13 Feb 2026, 4:12 PM",5
2025-04-09,LT,PE,2200,2025-04-24th,0,0.00,119.20,20955,20955,"Taken @ 13 Feb 2026, 4:12 PM",8
2025-04-11,LT,CE,2800,2025-04-24th,0,0.00,177.20,15750,15750,"Taken @ 13 Feb 2026, 4:12 PM",5
2025-04-11,LT,CE,2800,2025-04-24th,0,0.00,177.20,15750,15750,"Taken @ 13 Feb 2026, 4:12 PM",8
2025-04-15,LODHA,CE,1120,2025-04-24th,0,0.00,101.50,13050,13050,"Taken @ 13 Feb 2026, 4:12 PM",5
2025-04-15,LODHA,CE,1120,2025-04-24th,0,0.00,101.50,13050,13050,"Taken @ 13 Feb 2026, 4:12 PM",8
2025-04-16,ZYDUSLIFE,PE,880,2025-04-24th,0,0.00,60.55,33390,33390,"Taken @ 13 Feb 2026, 4:12 PM",5
2025-04-16,ZYDUSLIFE,PE,880,2025-04-24th,0,0.00,60.55,33390,33390,"Taken @ 13 Feb 2026, 4:12 PM",8
2025-04-17,JINDALSTEL,CE,840,2025-04-24th,0,0.00,43.50,15937,15937,"Taken @ 13 Feb 2026, 4:12 PM",5
2025-04-17,JINDALSTEL,CE,840,2025-04-24th,0,0.00,43.50,15937,15937,"Taken @ 13 Feb 2026, 4:12 PM",8
2025-04-21,HDFCAMC,CE,4200,2025-04-24th,0,0.00,255.35,23820,23820,"Taken @ 13 Feb 2026, 4:12 PM",5
2025-04-21,HDFCAMC,CE,4200,2025-04-24th,0,0.00,255.35,23820,23820,"Taken @ 13 Feb 2026, 4:12 PM",8
2025-04-22,COLPAL,CE,2600,2025-05-29th,0,0.00,128.95,14700,14700,"Taken @ 13 Feb 2026, 4:12 PM",5
2025-04-22,COLPAL,CE,2600,2025-05-29th,0,0.00,128.95,14700,14700,"Taken @ 13 Feb 2026, 4:12 PM",8
2025-04-23,AUROPHARMA,CE,1200,2025-05-29th,0,0.00,91.25,6160,6160,"Taken @ 13 Feb 2026, 4:12 PM",5
2025-04-23,AUROPHARMA,CE,1200,2025-05-29th,0,0.00,91.25,6160,6160,"Taken @ 13 Feb 2026, 4:12 PM",8
2025-04-24,LT,STOCK,,,0,0.00,,0,0,"Taken @ 13 Feb 2026, 4:12 PM",5
2025-04-24,LT,STOCK,,,0,0.00,,0,0,"Taken @ 13 Feb 2026, 4:12 PM",8
2025-04-25,DLF,PE,680,2025-05-29th,0,0.00,43.35,20996,20996,"Taken @ 13 Feb 2026, 4:12 PM",5
2025-04-25,DLF,PE,680,2025-05-29th,0,0.00,43.35,20996,20996,"Taken @ 13 Feb 2026, 4:12 PM",8
2025-04-28,RBLBANK,CE,197.5,2025-05-29th,0,0.00,15.20,15000,15000,"Taken @ 13 Feb 2026, 4:12 PM",5
2025-04-28,RBLBANK,CE,197.5,2025-05-29th,0,0.00,15.20,15000,15000,"Taken @ 13 Feb 2026, 4:12 PM",8
2025-04-29,HAL,CE,4450,2025-05-29th,0,0.00,314.10,15150,15150,"Taken @ 13 Feb 2026, 4:12 PM",5
2025-04-29,HAL,CE,4450,2025-05-29th,0,0.00,314.10,15150,15150,"Taken @ 13 Feb 2026, 4:12 PM",8
2025-04-30,GODREJPROP,CE,2100,2025-05-29th,0,0.00,135.10,24638,24638,"Taken @ 13 Feb 2026, 4:12 PM",5
2025-04-30,GODREJPROP,CE,2100,2025-05-29th,0,0.00,135.10,24638,24638,"Taken @ 13 Feb 2026, 4:12 PM",8
2025-05-02,LT,PE,1010,2025-05-29th,0,0.00,55.40,9349,9349,"Taken @ 13 Feb 2026, 4:12 PM",5
2025-05-02,LT,PE,1010,2025-05-29th,0,0.00,55.40,9349,9349,"Taken @ 13 Feb 2026, 4:12 PM",8
2025-05-05,ATGL,CE,620,2025-05-29th,0,0.00,58.90,22785,22785,"Taken @ 13 Feb 2026, 4:12 PM",5
2025-05-05,ATGL,CE,620,2025-05-29th,0,0.00,58.90,22785,22785,"Taken @ 13 Feb 2026, 4:12 PM",8
2025-05-06,GODREJPROP,PE,2200,2025-05-29th,0,0.00,155.00,15075,15075,"Taken @ 13 Feb 2026, 4:12 PM",5
2025-05-06,GODREJPROP,PE,2200,2025-05-29th,0,0.00,155.00,15075,15075,"Taken @ 13 Feb 2026, 4:12 PM",8
2025-05-07,LT,CE,2950,2025-05-29th,0,0.00,173.95,17550,17550,"Taken @ 13 Feb 2026, 4:12 PM",5
2025-05-07,LT,CE,2950,2025-05-29th,0,0.00,173.95,17550,17550,"Taken @ 13 Feb 2026, 4:12 PM",8
2025-05-08,TORNTPHARM,PE,3200,2025-05-29th,0,0.00,118.40,11375,11375,"Taken @ 13 Feb 2026, 4:12 PM",7
2025-05-09,APOLLOTYRE,PE,470,2025-05-29th,0,0.00,18.50,10115,10115,"Taken @ 13 Feb 2026, 4:12 PM",7
2025-05-12,OFSS,CE,8500,2025-05-29th,0,0.00,420.00,14625,14625,"Taken @ 13 Feb 2026, 4:12 PM",7
2025-05-13,HAL,CE,4400,2025-05-29th,0,0.00,303.50,12360,12360,"Taken @ 13 Feb 2026, 4:12 PM",7
2025-05-14,TITAGARH,CE,740,2025-05-29th,0,0.00,83.00,13625,13625,"Taken @ 13 Feb 2026, 4:12 PM",7
2025-05-15,HEROMOTOCO,CE,4100,2025-05-29th,0,0.00,243.95,18990,18990,"Taken @ 13 Feb 2026, 4:12 PM",7
2025-05-16,TITAGARH,CE,860,2025-05-29th,0,0.00,66.60,20250,20250,"Taken @ 13 Feb 2026, 4:12 PM",7
2025-05-21,INDIANB,PE,600,2025-05-29th,0,0.00,10.75,-2090,-2090,"Taken @ 13 Feb 2026, 4:12 PM",7
2025-05-22,ASTRAL,CE,1400,2025-05-29th,0,0.00,57.85,18717,18717,"Taken @ 13 Feb 2026, 4:12 PM",7
2025-05-23,ETERNAL,CE,230,2025-05-29th,0,0.00,9.10,16000,16000,"Taken @ 13 Feb 2026, 4:12 PM",7
2025-05-26,BALKRISIND,CE,2400,2025-06-26th,0,0.00,147.20,11355,11355,"Taken @ 13 Feb 2026, 4:12 PM",7
2025-05-27,CONCOR,CE,740,2025-06-26th,0,0.00,43.05,18300,18300,"Taken @ 13 Feb 2026, 4:12 PM",7
2025-05-28,LICI,CE,900,2025-06-26th,0,0.00,61.10,13800,13800,"Taken @ 13 Feb 2026, 4:12 PM",7
2025-05-29,BSOFT,PE,420,2025-06-26th,0,0.00,15.50,-2050,-2050,"Taken @ 13 Feb 2026, 4:12 PM",7
2025-05-30,UNIONBANK,CE,145,2025-06-26th,0,0.00,7.05,5531,5531,"Taken @ 13 Feb 2026, 4:12 PM",7
2025-06-02,LT,STOCK,,,0,0.00,,0,0,"Taken @ 13 Feb 2026, 4:12 PM",7
2025-06-05,PRESTIGE,CE,1600,2025-06-26th,0,0.00,72.00,10920,10920,"Taken @ 13 Feb 2026, 4:12 PM",7
2025-06-06,HDFCAMC,CE,5010,2025-06-26th,0,0.00,140.80,12150,12150,"Taken @ 13 Feb 2026, 4:12 PM",7
2025-06-09,BANDHANBNK,CE,170,2025-06-26th,0,0.00,17.30,23240,23240,"Taken @ 13 Feb 2026, 4:12 PM",7
2025-06-10,OFSS,CE,9500,2025-06-26th,0,0.00,283.55,15860,15860,"Taken @ 13 Feb 2026, 4:12 PM",7
2025-06-11,BSE,PE,3000,2025-06-26th,0,0.00,191.00,35813,35813,"Taken @ 13 Feb 2026, 4:12 PM",7
2025-06-12,GAIL,PE,200,2025-06-26th,0,0.00,9.85,11750,11750,"Taken @ 13 Feb 2026, 4:12 PM",7
2025-06-13,LTIM,CE,5400,2025-06-26th,0,0.00,136.10,13125,13125,"Taken @ 13 Feb 2026, 4:12 PM",7
2025-06-16,KPITTECH,CE,1400,2025-06-26th,0,0.00,36.75,14400,14400,"Taken @ 13 Feb 2026, 4:12 PM",7
2025-06-17,AUROPHARMA,PE,1140,2025-06-26th,0,0.00,46.55,1.78,1,"Taken @ 13 Feb 2026, 4:12 PM",6
2025-06-18,EICHERMOT,CE,5300,2025-06-26th,0,0.00,127.15,-1829,8421,"Taken @ 13 Feb 2026, 4:12 PM",6
2025-06-18,EICHERMOT,CE,820,2025-06-26th,0,0.00,31.30,10250,8421,"Taken @ 13 Feb 2026, 4:12 PM",6
2025-06-19,SBICARD,PE,960,2025-06-26th,0,0.00,24.70,17840,17840,"Taken @ 13 Feb 2026, 4:12 PM",6
2025-06-20,BHARTIARTL,CE,1880,2025-06-26th,0,0.00,58.45,18192,18192,"Taken @ 13 Feb 2026, 4:12 PM",6
2025-06-23,POLYCAB,CE,6000,2025-06-26th,0,0.00,243.20,16937,16937,"Taken @ 13 Feb 2026, 4:12 PM",6
2025-06-24,AMBUJACEM,CE,550,2025-07-31st,0,0.00,25.00,19950,19950,"Taken @ 13 Feb 2026, 4:12 PM",6
2025-06-25,CYIENT,CE,1300,2025-07-31st,0,0.00,52.40,-2486,-2486,"Taken @ 13 Feb 2026, 4:12 PM",6
2025-06-26,DALBHARAT,CE,2100,2025-07-31st,0,0.00,133.00,13000,13000,"Taken @ 13 Feb 2026, 4:12 PM",6
2025-06-27,ATGL,CE,700,2025-07-31st,0,0.00,24.95,15750,15750,"Taken @ 13 Feb 2026, 4:12 PM",6
2025-07-02,MANKIND,CE,2300,2025-07-31st,0,0.00,136.45,12544,12544,"Taken @ 13 Feb 2026, 4:12 PM",6
2025-07-03,BOSCHLTD,CE,34000,2025-07-31st,0,0.00,893.85,30335,30335,"Taken @ 13 Feb 2026, 4:12 PM",6
2025-07-07,HINDUNILVR,CE,2360,2025-07-31st,0,0.00,74.95,14700,14700,"Taken @ 13 Feb 2026, 4:12 PM",6
2025-07-08,BSE,PE,2600,2025-07-31st,0,0.00,167.45,22575,22575,"Taken @ 13 Feb 2026, 4:12 PM",6
2025-07-09,MANKIND,CE,2500,2025-07-31st,0,0.00,85.60,24390,24390,"Taken @ 13 Feb 2026, 4:12 PM",6
2025-07-14,PEL,CE,1260,2025-07-31st,0,0.00,60.00,24900,24900,"Taken @ 13 Feb 2026, 4:12 PM",6
2025-07-15,TVSMOTOR,CE,2900,2025-07-31st,0,0.00,57.75,18008,18008,"Taken @ 13 Feb 2026, 4:12 PM",6
2025-07-16,NESTLEIND,CE,2460,2025-07-31st,0,0.00,52.25,15500,15500,"Taken @ 13 Feb 2026, 4:12 PM",6
2025-07-17,SONACOMS,CE,470,2025-07-31st,0,0.00,25.50,17115,17115,"Taken @ 13 Feb 2026, 4:12 PM",6
2025-07-18,BDL,PE,1700,2025-07-31st,0,0.00,54.50,17387,17387,"Taken @ 13 Feb 2026, 4:12 PM",6
2025-07-21,UPL,CE,680,2025-07-31st,0,0.00,39.20,16396,16396,"Taken @ 13 Feb 2026, 4:12 PM",6
2025-07-22,INDUSINDBK,PE,860,2025-07-31st,0,0.00,26.30,-3325,-3325,"Taken @ 13 Feb 2026, 4:12 PM",6
2025-07-23,COLPAL,PE,2340,2025-07-31st,0,0.00,55.45,11745,11745,"Taken @ 13 Feb 2026, 4:12 PM",6
2025-07-24,COFORGE,PE,1760,2025-07-31st,0,0.00,91.00,18000,18000,"Taken @ 13 Feb 2026, 4:12 PM",6
2025-07-25,ADANIENSOL,PE,860,2025-07-31st,0,0.00,48.85,14647,14647,"Taken @ 13 Feb 2026, 4:12 PM",6
2025-09-05,LT,PE,1500,2025-09-30th,0,0.00,44.20,21825,21825,"Taken @ 13 Feb 2026, 4:12 PM",4
2025-09-08,EICHERMOT,CE,6700,2025-09-30th,0,0.00,191.80,23537,23537,"Taken @ 13 Feb 2026, 4:12 PM",4
2025-09-09,LT,CE,860,2025-09-30th,0,0.00,47.45,23635,23635,"Taken @ 13 Feb 2026, 4:12 PM",4
2025-09-10,LT,CE,700,2025-09-30th,0,0.00,21.15,17680,17680,"Taken @ 13 Feb 2026, 4:12 PM",4
2025-09-11,LT,PE,9200,2025-09-30th,0,0.00,251.10,11288,11288,"Taken @ 13 Feb 2026, 4:12 PM",4
2025-09-12,LT,CE,1550,2025-09-30th,0,0.00,55.95,23286,23286,"Taken @ 13 Feb 2026, 4:12 PM",4
2025-09-16,KOTAKBANK,CE,1980,2025-09-30th,0,0.00,55.50,24100,24100,"Taken @ 13 Feb 2026, 4:12 PM",4
2025-09-17,MCX,CE,7800,2025-09-30th,0,0.00,294.00,22638,22638,"Taken @ 13 Feb 2026, 4:12 PM",4
2025-09-18,LT,CE,580,2025-09-30th,0,0.00,18.25,14000,14000,"Taken @ 13 Feb 2026, 4:12 PM",4
2025-09-19,LAURUSLABS,CE,920,2025-09-30th,0,0.00,23.50,17000,17000,"Taken @ 13 Feb 2026, 4:12 PM",4
2025-09-22,ADANIGREEN,CE,1060,2025-09-30th,0,0.00,103.05,25200,25200,"Taken @ 13 Feb 2026, 4:12 PM",4
2025-09-23,MARUTI,CE,16200,2025-09-30th,0,0.00,138.00,-993,-993,"Taken @ 13 Feb 2026, 4:12 PM",4
2025-09-24,LT,PE,1620,2025-09-30th,0,0.00,22.30,19600,19600,"Taken @ 13 Feb 2026, 4:12 PM",4
